x           v
0.313686 -1.83528e-05
0.314685 1.61719e-05
0.315684 -1.8281e-05
0.316683 1.61427e-05
0.317682 -1.82097e-05
0.318681 1.61132e-05
0.31968 -1.81387e-05
0.320679 1.60832e-05
0.321678 -1.80682e-05
0.322677 1.60528e-05
0.323676 -1.79981e-05
0.324675 1.60221e-05
0.325674 -1.79283e-05
0.326673 1.59909e-05
0.327672 -1.7859e-05
0.328671 1.59594e-05
0.32967 -1.779e-05
0.330669 1.59275e-05
0.331668 -1.77214e-05
0.332667 1.58952e-05
0.333666 -1.76531e-05
0.334665 1.58626e-05
0.335664 -1.75852e-05
0.336663 1.58296e-05
0.337662 -1.75177e-05
0.338661 1.57963e-05
0.33966 -1.74504e-05
0.340659 1.57626e-05
0.341658 -1.73836e-05
0.342657 1.57286e-05
0.343656 -1.7317e-05
0.344655 1.56943e-05
0.345654 -1.72508e-05
0.346653 1.56597e-05
0.347652 -1.71849e-05
0.348651 1.56247e-05
0.34965 -1.71192e-05
0.350649 1.55895e-05
0.351648 -1.70539e-05
0.352647 1.55539e-05
0.353646 -1.69889e-05
0.354645 1.55181e-05
0.355644 -1.69242e-05
0.356643 1.5482e-05
0.357642 -1.68598e-05
0.358641 1.54456e-05
0.35964 -1.67956e-05
0.360639 1.54089e-05
0.361638 -1.67317e-05
0.362637 1.53719e-05
0.363636 -1.66681e-05
0.364635 1.53347e-05
0.365634 -1.66047e-05
0.366633 1.52973e-05
0.367632 -1.65417e-05
0.368631 1.52595e-05
0.36963 -1.64788e-05
0.370629 1.52215e-05
0.371628 -1.64162e-05
0.372627 1.51833e-05
0.373626 -1.63538e-05
0.374625 1.51448e-05
0.375624 -1.62917e-05
0.376623 1.51061e-05
0.377622 -1.62298e-05
0.378621 1.50672e-05
0.37962 -1.61682e-05
0.380619 1.50281e-05
0.381618 -1.61067e-05
0.382617 1.49887e-05
0.383616 -1.60455e-05
0.384615 1.49491e-05
0.385614 -1.59845e-05
0.386613 1.49093e-05
0.387612 -1.59237e-05
0.388611 1.48693e-05
0.38961 -1.58632e-05
0.390609 1.4829e-05
0.391608 -1.58028e-05
0.392607 1.47886e-05
0.393606 -1.57426e-05
0.394605 1.4748e-05
0.395604 -1.56826e-05
0.396603 1.47072e-05
0.397602 -1.56228e-05
0.398601 1.46662e-05
0.3996 -1.55632e-05
0.400599 1.4625e-05
0.401598 -1.55038e-05
0.402597 1.45836e-05
0.403596 -1.54445e-05
0.404595 1.45421e-05
0.405594 -1.53855e-05
0.406593 1.45004e-05
0.407592 -1.53266e-05
0.408591 1.44585e-05
0.40959 -1.52678e-05
0.410589 1.44164e-05
0.411588 -1.52093e-05
0.412587 1.43742e-05
0.413586 -1.51509e-05
0.414585 1.43318e-05
0.415584 -1.50926e-05
0.416583 1.42893e-05
0.417582 -1.50345e-05
0.418581 1.42466e-05
0.41958 -1.49766e-05
0.420579 1.42037e-05
0.421578 -1.49188e-05
0.422577 1.41607e-05
0.423576 -1.48612e-05
0.424575 1.41176e-05
0.425574 -1.48037e-05
0.426573 1.40743e-05
0.427572 -1.47463e-05
0.428571 1.40309e-05
0.42957 -1.46891e-05
0.430569 1.39873e-05
0.431568 -1.4632e-05
0.432567 1.39437e-05
0.433566 -1.45751e-05
0.434565 1.38998e-05
0.435564 -1.45183e-05
0.436563 1.38559e-05
0.437562 -1.44616e-05
0.438561 1.38118e-05
0.43956 -1.4405e-05
0.440559 1.37676e-05
0.441558 -1.43486e-05
0.442557 1.37233e-05
0.443556 -1.42923e-05
0.444555 1.36788e-05
0.445554 -1.42361e-05
0.446553 1.36343e-05
0.447552 -1.418e-05
0.448551 1.35896e-05
0.44955 -1.4124e-05
0.450549 1.35448e-05
0.451548 -1.40682e-05
0.452547 1.34999e-05
0.453546 -1.40124e-05
0.454545 1.34549e-05
0.455544 -1.39568e-05
0.456543 1.34098e-05
0.457542 -1.39012e-05
0.458541 1.33646e-05
0.45954 -1.38458e-05
0.460539 1.33192e-05
0.461538 -1.37905e-05
0.462537 1.32738e-05
0.463536 -1.37352e-05
0.464535 1.32283e-05
0.465534 -1.36801e-05
0.466533 1.31827e-05
0.467532 -1.3625e-05
0.468531 1.3137e-05
0.46953 -1.35701e-05
0.470529 1.30912e-05
0.471528 -1.35152e-05
0.472527 1.30453e-05
0.473526 -1.34604e-05
0.474525 1.29993e-05
0.475524 -1.34058e-05
0.476523 1.29533e-05
0.477522 -1.33512e-05
0.478521 1.29071e-05
0.47952 -1.32966e-05
0.480519 1.28609e-05
0.481518 -1.32422e-05
0.482517 1.28146e-05
0.483516 -1.31879e-05
0.484515 1.27682e-05
0.485514 -1.31336e-05
0.486513 1.27217e-05
0.487512 -1.30794e-05
0.488511 1.26752e-05
0.48951 -1.30253e-05
0.490509 1.26286e-05
0.491508 -1.29712e-05
0.492507 1.25819e-05
0.493506 -1.29173e-05
0.494505 1.25351e-05
0.495504 -1.28634e-05
0.496503 1.24883e-05
0.497502 -1.28095e-05
0.498501 1.24413e-05
0.4995 -1.27558e-05
0.5005 1.23944e-05
0.501499 -1.27021e-05
0.502498 1.23473e-05
0.503497 -1.26484e-05
0.504496 1.23002e-05
0.505495 -1.25949e-05
0.506494 1.2253e-05
0.507493 -1.25414e-05
0.508492 1.22058e-05
0.509491 -1.24879e-05
0.51049 1.21585e-05
0.511489 -1.24346e-05
0.512488 1.21112e-05
0.513487 -1.23812e-05
0.514486 1.20637e-05
0.515485 -1.2328e-05
0.516484 1.20163e-05
0.517483 -1.22748e-05
0.518482 1.19687e-05
0.519481 -1.22216e-05
0.52048 1.19211e-05
0.521479 -1.21686e-05
0.522478 1.18735e-05
0.523477 -1.21155e-05
0.524476 1.18258e-05
0.525475 -1.20625e-05
0.526474 1.17781e-05
0.527473 -1.20096e-05
0.528472 1.17303e-05
0.529471 -1.19567e-05
0.53047 1.16824e-05
0.531469 -1.19039e-05
0.532468 1.16345e-05
0.533467 -1.18511e-05
0.534466 1.15866e-05
0.535465 -1.17984e-05
0.536464 1.15386e-05
0.537463 -1.17457e-05
0.538462 1.14905e-05
0.539461 -1.16931e-05
0.54046 1.14424e-05
0.541459 -1.16405e-05
0.542458 1.13943e-05
0.543457 -1.15879e-05
0.544456 1.13461e-05
0.545455 -1.15354e-05
0.546454 1.12979e-05
0.547453 -1.1483e-05
0.548452 1.12496e-05
0.549451 -1.14305e-05
0.55045 1.12013e-05
0.551449 -1.13782e-05
0.552448 1.1153e-05
0.553447 -1.13258e-05
0.554446 1.11046e-05
0.555445 -1.12735e-05
0.556444 1.10562e-05
0.557443 -1.12213e-05
0.558442 1.10077e-05
0.559441 -1.1169e-05
0.56044 1.09592e-05
0.561439 -1.11168e-05
0.562438 1.09107e-05
0.563437 -1.10647e-05
0.564436 1.08621e-05
0.565435 -1.10126e-05
0.566434 1.08135e-05
0.567433 -1.09605e-05
0.568432 1.07649e-05
0.569431 -1.09085e-05
0.57043 1.07162e-05
0.571429 -1.08564e-05
0.572428 1.06675e-05
0.573427 -1.08045e-05
0.574426 1.06188e-05
0.575425 -1.07525e-05
0.576424 1.057e-05
0.577423 -1.07006e-05
0.578422 1.05212e-05
0.579421 -1.06487e-05
0.58042 1.04723e-05
0.581419 -1.05969e-05
0.582418 1.04235e-05
0.583417 -1.0545e-05
0.584416 1.03746e-05
0.585415 -1.04932e-05
0.586414 1.03257e-05
0.587413 -1.04415e-05
0.588412 1.02767e-05
0.589411 -1.03897e-05
0.59041 1.02277e-05
0.591409 -1.0338e-05
0.592408 1.01787e-05
0.593407 -1.02863e-05
0.594406 1.01297e-05
0.595405 -1.02347e-05
0.596404 1.00806e-05
0.597403 -1.0183e-05
0.598402 1.00316e-05
0.599401 -1.01314e-05
0.6004 9.98245e-06
0.601399 -1.00799e-05
0.602398 9.93332e-06
0.603397 -1.00283e-05
0.604396 9.88416e-06
0.605395 -9.97676e-06
0.606394 9.83498e-06
0.607393 -9.92525e-06
0.608392 9.78577e-06
0.609391 -9.87376e-06
0.61039 9.73655e-06
0.611389 -9.8223e-06
0.612388 9.6873e-06
0.613387 -9.77085e-06
0.614386 9.63803e-06
0.615385 -9.71943e-06
0.616384 9.58873e-06
0.617383 -9.66803e-06
0.618382 9.53942e-06
0.619381 -9.61665e-06
0.62038 9.49009e-06
0.621379 -9.56529e-06
0.622378 9.44073e-06
0.623377 -9.51395e-06
0.624376 9.39136e-06
0.625375 -9.46263e-06
0.626374 9.34197e-06
0.627373 -9.41133e-06
0.628372 9.29255e-06
0.629371 -9.36005e-06
0.63037 9.24312e-06
0.631369 -9.30878e-06
0.632368 9.19367e-06
0.633367 -9.25754e-06
0.634366 9.14421e-06
0.635365 -9.20631e-06
0.636364 9.09472e-06
0.637363 -9.1551e-06
0.638362 9.04522e-06
0.639361 -9.10391e-06
0.64036 8.9957e-06
0.641359 -9.05273e-06
0.642358 8.94617e-06
0.643357 -9.00157e-06
0.644356 8.89662e-06
0.645355 -8.95042e-06
0.646354 8.84705e-06
0.647353 -8.89929e-06
0.648352 8.79747e-06
0.649351 -8.84818e-06
0.65035 8.74787e-06
0.651349 -8.79708e-06
0.652348 8.69826e-06
0.653347 -8.746e-06
0.654346 8.64863e-06
0.655345 -8.69493e-06
0.656344 8.59899e-06
0.657343 -8.64387e-06
0.658342 8.54933e-06
0.659341 -8.59283e-06
0.66034 8.49967e-06
0.661339 -8.5418e-06
0.662338 8.44998e-06
0.663337 -8.49079e-06
0.664336 8.40029e-06
0.665335 -8.43979e-06
0.666334 8.35058e-06
0.667333 -8.3888e-06
0.668332 8.30086e-06
0.669331 -8.33782e-06
0.67033 8.25112e-06
0.671329 -8.28686e-06
0.672328 8.20138e-06
0.673327 -8.23591e-06
0.674326 8.15162e-06
0.675325 -8.18497e-06
0.676324 8.10185e-06
0.677323 -8.13404e-06
0.678322 8.05207e-06
0.679321 -8.08313e-06
0.68032 8.00227e-06
0.681319 -8.03222e-06
0.682318 7.95247e-06
0.683317 -7.98133e-06
0.684316 7.90265e-06
0.685315 -7.93044e-06
0.686314 7.85283e-06
0.687313 -7.87957e-06
0.688312 7.80299e-06
0.689311 -7.82871e-06
0.69031 7.75315e-06
0.691309 -7.77785e-06
0.692308 7.70329e-06
0.693307 -7.72701e-06
0.694306 7.65343e-06
0.695305 -7.67618e-06
0.696304 7.60355e-06
0.697303 -7.62536e-06
0.698302 7.55367e-06
0.699301 -7.57454e-06
0.7003 7.50377e-06
0.701299 -7.52374e-06
0.702298 7.45387e-06
0.703297 -7.47294e-06
0.704296 7.40396e-06
0.705295 -7.42215e-06
0.706294 7.35404e-06
0.707293 -7.37137e-06
0.708292 7.30411e-06
0.709291 -7.3206e-06
0.71029 7.25417e-06
0.711289 -7.26984e-06
0.712288 7.20422e-06
0.713287 -7.21909e-06
0.714286 7.15427e-06
0.715285 -7.16834e-06
0.716284 7.10431e-06
0.717283 -7.1176e-06
0.718282 7.05434e-06
0.719281 -7.06687e-06
0.72028 7.00436e-06
0.721279 -7.01615e-06
0.722278 6.95438e-06
0.723277 -6.96543e-06
0.724276 6.90439e-06
0.725275 -6.91473e-06
0.726274 6.85439e-06
0.727273 -6.86403e-06
0.728272 6.80438e-06
0.729271 -6.81333e-06
0.73027 6.75437e-06
0.731269 -6.76264e-06
0.732268 6.70435e-06
0.733267 -6.71196e-06
0.734266 6.65432e-06
0.735265 -6.66129e-06
0.736264 6.60429e-06
0.737263 -6.61062e-06
0.738262 6.55425e-06
0.739261 -6.55996e-06
0.74026 6.50421e-06
0.741259 -6.5093e-06
0.742258 6.45416e-06
0.743257 -6.45865e-06
0.744256 6.4041e-06
0.745255 -6.40801e-06
0.746254 6.35404e-06
0.747253 -6.35737e-06
0.748252 6.30397e-06
0.749251 -6.30674e-06
0.75025 6.25389e-06
0.751249 -6.25611e-06
0.752248 6.20381e-06
0.753247 -6.20549e-06
0.754246 6.15373e-06
0.755245 -6.15487e-06
0.756244 6.10364e-06
0.757243 -6.10426e-06
0.758242 6.05354e-06
0.759241 -6.05366e-06
0.76024 6.00344e-06
0.761239 -6.00306e-06
0.762238 5.95334e-06
0.763237 -5.95246e-06
0.764236 5.90323e-06
0.765235 -5.90187e-06
0.766234 5.85311e-06
0.767233 -5.85128e-06
0.768232 5.80299e-06
0.769231 -5.8007e-06
0.77023 5.75287e-06
0.771229 -5.75012e-06
0.772228 5.70274e-06
0.773227 -5.69955e-06
0.774226 5.65261e-06
0.775225 -5.64898e-06
0.776224 5.60247e-06
0.777223 -5.59842e-06
0.778222 5.55233e-06
0.779221 -5.54786e-06
0.78022 5.50218e-06
0.781219 -5.4973e-06
0.782218 5.45203e-06
0.783217 -5.44675e-06
0.784216 5.40188e-06
0.785215 -5.3962e-06
0.786214 5.35172e-06
0.787213 -5.34566e-06
0.788212 5.30156e-06
0.789211 -5.29512e-06
0.79021 5.25139e-06
0.791209 -5.24458e-06
0.792208 5.20122e-06
0.793207 -5.19405e-06
0.794206 5.15105e-06
0.795205 -5.14352e-06
0.796204 5.10087e-06
0.797203 -5.093e-06
0.798202 5.05069e-06
0.799201 -5.04248e-06
0.8002 5.00051e-06
0.801199 -4.99196e-06
0.802198 4.95032e-06
0.803197 -4.94144e-06
0.804196 4.90013e-06
0.805195 -4.89093e-06
0.806194 4.84994e-06
0.807193 -4.84042e-06
0.808192 4.79974e-06
0.809191 -4.78991e-06
0.81019 4.74955e-06
0.811189 -4.73941e-06
0.812188 4.69934e-06
0.813187 -4.68891e-06
0.814186 4.64914e-06
0.815185 -4.63841e-06
0.816184 4.59893e-06
0.817183 -4.58792e-06
0.818182 4.54872e-06
0.819181 -4.53743e-06
0.82018 4.4985e-06
0.821179 -4.48694e-06
0.822178 4.44829e-06
0.823177 -4.43646e-06
0.824176 4.39807e-06
0.825175 -4.38597e-06
0.826174 4.34785e-06
0.827173 -4.33549e-06
0.828172 4.29762e-06
0.829171 -4.28501e-06
0.83017 4.2474e-06
0.831169 -4.23454e-06
0.832168 4.19717e-06
0.833167 -4.18406e-06
0.834166 4.14693e-06
0.835165 -4.13359e-06
0.836164 4.0967e-06
0.837163 -4.08313e-06
0.838162 4.04646e-06
0.839161 -4.03266e-06
0.84016 3.99623e-06
0.841159 -3.9822e-06
0.842158 3.94598e-06
0.843157 -3.93173e-06
0.844156 3.89574e-06
0.845155 -3.88128e-06
0.846154 3.8455e-06
0.847153 -3.83082e-06
0.848152 3.79525e-06
0.849151 -3.78036e-06
0.85015 3.745e-06
0.851149 -3.72991e-06
0.852148 3.69475e-06
0.853147 -3.67946e-06
0.854146 3.64449e-06
0.855145 -3.62901e-06
0.856144 3.59424e-06
0.857143 -3.57856e-06
0.858142 3.54398e-06
0.859141 -3.52812e-06
0.86014 3.49372e-06
0.861139 -3.47767e-06
0.862138 3.44346e-06
0.863137 -3.42723e-06
0.864136 3.3932e-06
0.865135 -3.37679e-06
0.866134 3.34293e-06
0.867133 -3.32635e-06
0.868132 3.29267e-06
0.869131 -3.27592e-06
0.87013 3.2424e-06
0.871129 -3.22548e-06
0.872128 3.19213e-06
0.873127 -3.17505e-06
0.874126 3.14186e-06
0.875125 -3.12462e-06
0.876124 3.09158e-06
0.877123 -3.07419e-06
0.878122 3.04131e-06
0.879121 -3.02376e-06
0.88012 2.99103e-06
0.881119 -2.97333e-06
0.882118 2.94076e-06
0.883117 -2.92291e-06
0.884116 2.89048e-06
0.885115 -2.87248e-06
0.886114 2.8402e-06
0.887113 -2.82206e-06
0.888112 2.78991e-06
0.889111 -2.77164e-06
0.89011 2.73963e-06
0.891109 -2.72122e-06
0.892108 2.68935e-06
0.893107 -2.6708e-06
0.894106 2.63906e-06
0.895105 -2.62038e-06
0.896104 2.58877e-06
0.897103 -2.56997e-06
0.898102 2.53849e-06
0.899101 -2.51955e-06
0.9001 2.4882e-06
0.901099 -2.46914e-06
0.902098 2.4379e-06
0.903097 -2.41873e-06
0.904096 2.38761e-06
0.905095 -2.36832e-06
0.906094 2.33732e-06
0.907093 -2.31791e-06
0.908092 2.28702e-06
0.909091 -2.2675e-06
0.91009 2.23673e-06
0.911089 -2.21709e-06
0.912088 2.18643e-06
0.913087 -2.16669e-06
0.914086 2.13613e-06
0.915085 -2.11628e-06
0.916084 2.08584e-06
0.917083 -2.06588e-06
0.918082 2.03554e-06
0.919081 -2.01547e-06
0.92008 1.98523e-06
0.921079 -1.96507e-06
0.922078 1.93493e-06
0.923077 -1.91467e-06
0.924076 1.88463e-06
0.925075 -1.86427e-06
0.926074 1.83433e-06
0.927073 -1.81387e-06
0.928072 1.78402e-06
0.929071 -1.76347e-06
0.93007 1.73371e-06
0.931069 -1.71307e-06
0.932068 1.68341e-06
0.933067 -1.66268e-06
0.934066 1.6331e-06
0.935065 -1.61228e-06
0.936064 1.58279e-06
0.937063 -1.56189e-06
0.938062 1.53248e-06
0.939061 -1.51149e-06
0.94006 1.48217e-06
0.941059 -1.4611e-06
0.942058 1.43186e-06
0.943057 -1.41071e-06
0.944056 1.38155e-06
0.945055 -1.36032e-06
0.946054 1.33124e-06
0.947053 -1.30993e-06
0.948052 1.28092e-06
0.949051 -1.25954e-06
0.95005 1.23061e-06
0.951049 -1.20915e-06
0.952048 1.18029e-06
0.953047 -1.15876e-06
0.954046 1.12998e-06
0.955045 -1.10837e-06
0.956044 1.07966e-06
0.957043 -1.05798e-06
0.958042 1.02935e-06
0.959041 -1.0076e-06
0.96004 9.79027e-07
0.961039 -9.57213e-07
0.962038 9.28709e-07
0.963037 -9.06828e-07
0.964036 8.7839e-07
0.965035 -8.56444e-07
0.966034 8.2807e-07
0.967033 -8.0606e-07
0.968032 7.7775e-07
0.969031 -7.55677e-07
0.97003 7.27429e-07
0.971029 -7.05295e-07
0.972028 6.77107e-07
0.973027 -6.54913e-07
0.974026 6.26785e-07
0.975025 -6.04532e-07
0.976024 5.76462e-07
0.977023 -5.54151e-07
0.978022 5.26139e-07
0.979021 -5.03771e-07
0.98002 4.75815e-07
0.981019 -4.53392e-07
0.982018 4.25491e-07
0.983017 -4.03013e-07
0.984016 3.75166e-07
0.985015 -3.52635e-07
0.986014 3.2484e-07
0.987013 -3.02257e-07
0.988012 2.74514e-07
0.989011 -2.51879e-07
0.99001 2.24187e-07
0.991009 -2.01503e-07
0.992008 1.7386e-07
0.993007 -1.51126e-07
0.994006 1.23533e-07
0.995005 -1.0075e-07
0.996004 7.32048e-08
0.997003 -5.03749e-08
0.998002 2.28763e-08
0.999001 0
